,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
3821,20.994,-0.256,-1.537,24.534,3.347,0.036,0.036,6.487,0.994,6.013138708686024,5.592340501048897,5.429394936762781,4.9327771100313855,5.529719468410508,5.32044290087897,5.611442337559246,E01003910
3822,36.017,0.238,0.077,38.514,13.037,0.126,0.213,29.823,1.637,5.961768036907159,5.708212040003064,4.959506685293994,4.788087464073329,5.751233577728272,5.515070250890787,5.798575232329878,E01003911
3823,29.163,0.454,0.905,37.044,19.247,0.182,0.286,40.627,1.751,5.786987484478559,5.4161973820358025,5.140840065283854,5.054341916178093,5.534649309564809,5.409484497836379,5.459992823053579,E01003912
3824,29.106,0.46,-0.085,28.782,4.43,0.091,0.118,19.198,1.828,5.970969825983048,5.634128294885159,5.032850959897042,4.896440060436726,5.731742740422487,5.411217583715915,5.591616351902485,E01003913
3825,43.693,0.162,0.033,28.261,6.906,0.085,0.137,21.514,1.519,6.23822042473361,5.935717162922916,4.858431099826454,4.755995778955965,6.00042972401676,5.522215591536628,5.85969285068349,E01003914
3826,29.796,0.146,0.21,39.668,9.693,0.128,0.19,28.036,1.558,5.882644097507,5.698371006548404,5.14613888412714,4.948510026931762,5.728500121831894,5.384557972848415,5.597314855456352,E01003915
3827,41.484,0.565,0.011,34.255,7.773,0.083,0.165,24.749,1.418,5.795570953803904,5.391904370749698,5.154547618592487,5.008018035222502,5.540337283821667,5.381153951672947,5.339021006927771,E01003916
3828,30.226,0.809,0.403,32.963,10.698,0.122,0.215,30.163,1.347,5.899880054204361,5.659813772077146,5.104872220236322,4.925095580194308,5.707238091074902,5.463521099608878,5.59336359086244,E01003917
3829,34.982,1.251,0.043,35.354,14.908,0.134,0.239,34.58,1.862,5.608534727598491,5.131432498128791,5.373371739136545,5.217847535484715,5.370062954802262,5.340430540787546,5.089803560156572,E01003918
3830,45.852,1.144,-0.302,32.524,7.025,0.078,0.109,23.585,2.225,5.869277679619669,5.509056046229451,5.05842427345885,4.960434426780508,5.722103283184917,5.321362342153277,5.463880877534883,E01003919
3831,32.696,0.401,0.275,36.106,10.248,0.152,0.237,32.296,1.939,5.745098957451441,5.358276318478328,5.203331507662291,5.051667303167363,5.524622878720684,5.267228841781616,5.3547417348431,E01003920
3832,44.695,1.236,1.058,33.789,17.499,0.164,0.19,39.685,2.215,5.80315203666687,5.488607801709857,4.978415858177912,4.964019669805254,5.731452869233631,5.360665262313116,5.2671400183723085,E01003921
3833,39.486,1.071,0.27,35.4,9.807,0.1,0.204,30.64,2.148,5.782728481937099,5.385467235300992,5.166639497956714,5.030014335303693,5.588613423141274,5.306426666878365,5.345334141641049,E01003922
3834,38.201,0.616,0.0,34.829,9.669,0.107,0.172,26.667,1.937,5.887951853763626,5.59321965366961,4.972975742386048,4.881259435630707,5.792060208607869,5.415767747235585,5.66829762401351,E01003923
3835,29.503,0.316,0.27,40.819,18.573,0.132,0.206,31.183,1.651,5.731792454626046,5.384022771143446,5.088680940515855,4.941643539597006,5.710445165634155,5.353691236645568,5.350294197306914,E01003924
3836,52.945,0.195,0.316,32.464,15.693,0.138,0.21,32.72,1.526,5.8155470532040265,5.353213982526646,5.315956778304521,5.091625585112461,5.591383703919345,5.289219692695973,5.26904112932294,E01003925
3837,38.71,0.664,0.38,34.725,13.09,0.114,0.225,31.441,1.871,5.733240284417805,5.36789777780834,5.237256060148541,4.969780358515288,5.551983820764642,5.376975087115639,5.477563658513521,E01003926
3838,43.891,-0.475,-0.05,35.145,3.94,0.047,0.087,16.421,1.325,5.612006184747142,5.358750281795379,5.081663908112434,5.109533683715328,5.597152771872858,5.293298384835643,5.166841083957303,E01003927
3839,49.593,0.207,-0.068,31.89,12.124,0.083,0.123,22.973,2.13,5.719924980379835,5.573748045251272,4.8071157214366815,5.0104170080454375,5.783050888533043,5.412149001674581,5.298236164018567,E01003929
3840,54.831,0.874,0.277,30.886,19.835,0.103,0.116,28.921,2.346,5.801038564954485,5.484873416310265,5.002899666059585,4.9721019075030375,5.580996226129078,5.394740615572248,5.4115985461643765,E01003930
3841,44.184,0.356,0.828,36.607,11.597,0.182,0.248,38.967,2.208,5.818660806901384,5.5758029836239205,5.029374338612698,4.997644291065707,5.714397451665142,5.401671204236474,5.39189350605011,E01003932
3842,58.94,1.56,0.647,30.849,12.752,0.089,0.155,33.607,2.639,5.990576226875265,5.722881664044012,4.975143414956552,4.805956193378994,5.861720372760106,5.494217254497387,5.785604764544774,E01003933
3843,43.465,-0.804,-0.128,33.25,3.1,0.075,0.118,18.616,2.009,5.722666554980808,5.534465018101937,4.979978565432599,5.199207494224328,5.612523042061478,5.296815035423795,5.233339667896142,E01003934
3844,26.374,-0.754,0.497,32.882,10.474,0.077,0.153,21.011,1.697,5.677589582615211,5.514836100281262,4.928715632587183,5.012311184992556,5.621874658787837,5.419510987938428,5.416688431481846,E01003935
3845,53.205,-0.356,-0.592,29.711,22.774,0.01,0.02,14.247,1.607,5.898097864131338,5.86361450755719,4.944041100973935,4.832562660433583,5.722167071607924,5.503229738510761,5.753757481722488,E01003936
3846,73.995,0.883,0.253,36.742,2.742,0.038,0.077,24.291,2.389,5.85511690610415,5.555415958553166,5.162190894027809,5.003685623020321,5.648050808287287,5.4515837322581895,5.5355269877941575,E01003937
3847,33.767,0.502,0.314,40.609,5.225,0.125,0.23,31.171,2.006,5.826672523449629,5.557142671866295,5.087272654741239,4.926864640835004,5.654631617741707,5.532041372397007,5.667946980549739,E01003938
3848,37.911,-0.004,0.253,38.906,4.182,0.062,0.116,20.471,1.518,5.797561184085649,5.5350750273671645,4.960428214278714,5.047153341359105,5.669387698173523,5.393465376105802,5.382422688706168,E01003939
3849,29.572,0.346,0.241,36.359,10.543,0.147,0.276,33.392,1.954,5.889260292053223,5.593950317456172,5.104657471179962,4.915489254089502,5.728384467271658,5.452899213020618,5.695003051024217,E01003940
3850,35.297,0.587,-0.159,33.441,4.169,0.056,0.106,18.245,2.274,5.782248081547199,5.420529988732668,5.113577616096723,5.024592465693408,5.668619221980029,5.337365910558417,5.338012174804612,E01003941
3851,31.947,0.733,0.622,31.956,9.315,0.137,0.21,31.341,1.979,5.848768414391412,5.597011497285631,5.130037217670017,5.058940193388197,5.598019483354356,5.395091072718302,5.327787335713705,E01003942
3852,34.588,1.528,0.437,35.253,13.485,0.168,0.261,40.136,2.467,5.85053190920088,5.553285456366009,5.027906520499124,4.891317539744907,5.654831965764363,5.5157594084739685,5.5533489849832325,E01003943
3853,26.89,0.715,-0.424,35.889,2.872,0.06,0.078,16.412,1.227,5.958674283371758,5.646028038767195,5.293441290093451,4.813988123357911,5.468668432579827,5.476219267574782,5.964506875608385,E01003945
3854,29.238,0.895,-0.416,26.207,5.69,0.071,0.088,17.006,1.244,6.17874875104517,5.716903099440094,5.225267326921449,4.705128649123629,5.650460188102005,5.642094935689654,6.111388938319414,E01003946
3855,18.156,-0.198,0.789,32.183,14.764,0.172,0.304,36.138,0.927,5.971042972500041,5.498761577121282,5.321522696543548,4.8899384383427895,5.484452826491857,5.536313010474383,5.783933957754555,E01003947
3856,25.689,0.636,-0.149,31.421,1.478,0.07,0.102,17.282,1.366,5.9885041708554025,5.596339135458975,5.282963087548425,4.795955452568087,5.507689971944471,5.553930393029085,6.096713852056693,E01003948
3857,31.212,0.006,-0.07,30.99,3.34,0.077,0.102,17.081,1.132,6.148599445819855,5.916551434632503,5.034026222698616,4.724525380315202,5.827433203205918,5.587647060553233,5.978341817855835,E01003949
3858,28.259,0.159,0.05,35.402,13.64,0.136,0.189,27.465,1.222,6.022900678894737,5.693864703178406,5.174687575210225,4.737142216978652,5.551703714060061,5.545130338632699,5.911642235336882,E01003950
3859,29.837,0.619,-0.231,32.123,3.472,0.068,0.066,16.049,1.239,6.125380922357241,5.728566114107768,5.226201444367567,4.696523294349512,5.607802881797155,5.6194981833299,6.0560230419039724,E01003951
3860,40.028,0.299,-0.25,21.868,2.382,0.067,0.092,15.594,1.402,5.941361389020933,5.5740738289199605,4.916113318317998,4.887935376515354,5.884069467112965,5.37229853302893,5.406494237210628,E01003952
3861,42.774,0.262,0.208,26.245,3.412,0.072,0.096,18.641,1.588,6.136845042719644,5.744400605647521,4.87812763699413,4.7192647344261935,5.911309391789183,5.467219777361176,5.7407876676356295,E01003953
3862,48.744,0.237,0.066,20.635,3.266,0.062,0.095,17.262,1.337,6.045835070090718,5.602592838872777,4.942645323158491,4.774084661266591,5.895434957919735,5.368574085802135,5.52172301547362,E01003954
3863,32.832,0.026,0.329,23.255,4.941,0.088,0.107,18.283,1.16,6.000199517265696,5.742609776434351,4.896303828622474,4.780219574443629,5.881704922582283,5.486468771442038,5.701347226002177,E01003955
3864,36.064,-0.154,-0.332,19.639,1.517,0.054,0.077,11.825,1.232,6.079670019771742,5.668369285438372,4.992494225502014,4.734436383713847,5.8368915345357815,5.385784221732098,5.596803406010503,E01003956
3865,33.227,-0.073,-0.119,22.651,4.522,0.061,0.092,14.122,1.188,6.334765446186066,5.9671259194612505,4.9779415905475615,4.767774516344071,5.900092396140098,5.57696887254715,5.899961391091347,E01003957
3866,39.12,0.035,-0.126,22.851,4.732,0.073,0.098,16.322,1.161,6.161785072034544,5.87367041476138,5.027395209750614,4.707251677641997,5.942804920780766,5.51051417986552,5.771840121295001,E01003958
3867,54.416,0.789,0.159,37.546,6.356,0.079,0.145,27.356,2.198,5.607828701866998,5.28882392777337,5.369379138946533,5.263584274715847,5.335713013013204,5.20496998363071,5.247812586360507,E01003960
3868,41.67,0.744,0.634,32.67,17.708,0.163,0.251,37.844,2.15,5.6880709227393655,5.248505712957943,5.142616896068349,5.182149525249706,5.52570372469285,5.212478883126202,5.211722779273987,E01003961
3869,32.215,0.75,0.575,34.463,19.56,0.177,0.278,39.212,2.019,5.752086889176142,5.356874062901452,5.100885220936367,5.020572037923904,5.42789668128604,5.480749436787197,5.305617809295654,E01003963
3870,54.2,1.338,0.02,32.608,18.073,0.134,0.191,35.378,1.963,5.812939167022705,5.39186181849049,5.260099760947689,5.047564714666335,5.5040693004285135,5.40319258214966,5.518963491243701,E01003964
3871,41.698,1.007,0.495,34.016,17.675,0.115,0.206,33.346,2.209,5.707915077818201,5.321255554544165,5.129087054137642,5.065423379553125,5.540519683919055,5.349644088576026,5.2962648116105,E01003966
3872,38.172,0.702,0.211,40.659,18.574,0.122,0.176,31.354,1.996,5.594780972509673,5.19229307680419,5.283359708208026,5.249441883780739,5.29119721325961,5.121506094932556,5.027841369311015,E01003967
3873,33.657,0.801,0.742,39.644,21.521,0.178,0.356,46.579,1.85,5.665753715378898,5.232853443281991,5.451170674392155,5.276545514379229,5.367942649977548,5.246820259094238,5.288307268278939,E01003968
3874,48.16,0.831,-0.318,31.786,11.008,0.072,0.144,24.1,2.15,5.698645280118575,5.395548256517154,5.078219540635048,5.06532543165642,5.55394891200707,5.297573904544986,5.330943103422198,E01003969
3875,40.207,1.594,0.297,34.334,20.67,0.126,0.264,38.992,1.808,5.648969443832955,5.22101081144519,5.354203812959717,5.121199927678922,5.512553925921277,5.2521112910131125,5.405084439894048,E01003970
3876,43.392,1.271,0.541,36.101,20.119,0.188,0.382,50.411,1.987,5.572731394767761,5.054146904945373,5.419625785350799,5.299015011787414,5.40369951248169,5.242295079231262,5.087404968738556,E01003971
3877,40.759,0.514,0.232,35.443,13.028,0.098,0.179,27.729,1.794,6.187358050732999,5.765189522021526,4.876640118457176,4.719100359323862,5.91844130851127,5.583612867303796,5.894546318698573,E01003972
3878,33.971,0.718,0.323,33.478,20.795,0.11,0.192,29.812,1.993,5.695999299225054,5.324660749811875,5.038626639466536,5.0568973735759135,5.5834871499161975,5.410187840461731,5.319916784763336,E01003973
3879,40.134,0.943,0.095,34.386,22.664,0.132,0.248,35.37,1.752,5.557852103429682,5.191940437344944,5.408901204081142,5.234191373867147,5.391065148746266,5.206857118536444,5.204962411347558,E01003974
3880,26.662,0.645,0.095,36.194,19.349,0.129,0.228,31.043,1.619,5.794477876027425,5.414211794308254,5.156765808377947,5.047145415487743,5.586792080742972,5.420963450840541,5.392860120818728,E01003975
3881,52.997,0.708,0.515,33.763,13.23,0.091,0.177,30.428,2.131,5.68910116561945,5.44073367205219,5.127661793128304,5.078097933444424,5.527063220307447,5.377082234707432,5.255579149377519,E01003976
3882,33.045,0.32,0.359,33.518,17.339,0.116,0.17,27.452,1.512,5.745839403657352,5.363452044655295,5.260694057801191,5.160222698660458,5.440635742860682,5.258303653492647,5.259802198410034,E01003977
3883,45.825,0.189,-0.26,35.146,11.423,0.073,0.149,22.926,1.481,5.856554527913243,5.4629104511796935,5.1522617941060345,5.022647917763261,5.563629599642162,5.414481881236242,5.511537150903181,E01003978
3884,34.892,0.612,0.887,35.049,11.408,0.107,0.166,29.514,2.011,5.763058486050123,5.336108053383762,5.119856081596793,5.094451392350131,5.465703941371343,5.285445229647911,5.296492437793784,E01003979
3885,40.796,0.571,0.77,30.65,14.805,0.135,0.205,32.853,1.943,5.541758082233942,5.24913845039331,5.297133279534487,5.2108634526912985,5.256785630033567,5.193097724364354,5.188579657903085,E01003980
3886,41.484,0.947,0.599,37.749,15.97,0.067,0.107,26.493,2.248,5.759882383140517,5.50004318319721,4.974557922210223,5.032763493649753,5.734481225779027,5.389594847037468,5.371776283523182,E01003981
3887,29.661,0.342,-0.192,34.01,23.385,0.146,0.233,31.14,1.697,5.885414821130258,5.35428195087998,5.175381237489206,5.0666424972039685,5.653878986393964,5.297580657181917,5.363095344437493,E01003983
3888,39.904,1.32,0.454,35.85,10.657,0.123,0.227,35.23,2.114,5.871996846692316,5.503328392423432,5.144102893204525,4.935993490547969,5.606257372889026,5.271967265523713,5.394349701651212,E01003984
3889,23.747,0.776,0.389,30.513,34.611,0.171,0.273,38.146,1.444,5.57819953362147,5.268860610326131,5.289358133739896,5.1928661717308895,5.419450083043841,5.192530239952935,5.12011745373408,E01003986
3890,20.671,0.125,0.482,34.958,26.706,0.154,0.258,34.241,1.422,5.897615673305752,5.417217697109188,5.117247475160135,5.16199761897594,5.456390046858573,5.258093045638488,5.316806195018528,E01003987
3891,42.307,0.649,-0.041,39.137,21.86,0.121,0.189,31.655,1.933,5.520098904768626,5.122685443663943,5.44742790253266,5.313805265703063,5.33062242684157,5.085126093764236,4.969565044710602,E01003988
3892,26.611,0.756,-0.35,37.834,17.791,0.115,0.214,28.863,1.654,5.561097113392021,5.302412358265888,5.348250753517393,5.248547887500329,5.346822421007518,5.063820208175273,5.073126359830929,E01003989
3893,23.808,0.261,0.177,35.018,13.575,0.145,0.253,31.077,1.421,5.762201336406221,5.26805026179192,5.304076843613746,5.076318068792356,5.503508500604822,5.302090914457437,5.322466943087994,E01003990
3894,31.77,0.628,0.824,33.241,23.485,0.154,0.29,39.26,1.639,5.745298329237345,5.438129768178269,5.170675818984573,5.161800674490027,5.634007668172991,5.447035757271019,5.424005572860305,E01003991
3895,26.879,0.235,0.25,37.415,19.424,0.144,0.243,32.416,1.366,5.901645382245381,5.571454737430964,5.179975219261952,5.065036668227269,5.573665169569162,5.441379626592,5.470322946707408,E01003992
3896,30.445,0.149,0.236,38.584,13.273,0.121,0.198,28.38,1.701,5.793668757910016,5.51005975268353,5.2437074828421935,5.18911062848979,5.439306094728667,5.309125631705098,5.324582494538406,E01003993
3897,31.774,1.238,0.538,36.21,18.277,0.136,0.222,35.666,2.015,5.692161800415535,5.370877368663384,5.080677480232425,5.039920426965729,5.538610311058479,5.267136469119933,5.272112951046083,E01003994
3898,38.298,0.764,0.887,31.646,11.389,0.16,0.206,35.076,1.936,5.947730541229248,5.608861273840854,5.107271116030844,4.808072814815922,5.734677992368999,5.337742284724587,5.463548622633281,E01003995
3899,45.064,1.119,0.18,32.028,7.146,0.108,0.192,30.268,2.011,5.823296093278461,5.49402438600858,5.171624769767125,5.031338993046019,5.671318464808994,5.350701282421748,5.4687854862875405,E01003997
3900,53.15,0.291,0.321,30.821,8.21,0.098,0.123,25.146,2.09,5.940523817664698,5.630136494887503,4.984689348622372,4.78642630451604,5.8854269027709964,5.464245728442544,5.602162885665893,E01003998
3901,30.433,0.402,-0.017,35.52,12.192,0.098,0.166,24.487,1.387,5.929558412938178,5.671165018142024,5.060291487959367,4.939393613911882,5.71673096886164,5.341786300079732,5.604850077930885,E01003999
3902,34.428,0.28,0.2,32.427,15.492,0.13,0.183,27.983,1.371,5.856030590990756,5.432026102187786,5.187833720910634,5.094196232498115,5.633924321925386,5.349002630152601,5.328877044907698,E01004000
3903,21.859,0.232,0.802,37.094,18.793,0.17,0.248,35.784,1.081,5.752812352606921,5.446497163152307,5.192215618079271,5.068863159272729,5.559395716442325,5.272829704168366,5.288404629482487,E01004001
3904,39.368,0.288,-0.279,26.163,7.079,0.083,0.084,17.58,1.25,6.286937768866376,5.794520669594044,4.931603474587929,4.766241109225808,5.954945964057271,5.496873484152119,5.866141039423827,E01004002
3905,25.343,0.687,0.595,37.749,15.478,0.168,0.236,35.58,1.594,5.879893702489358,5.423993043325566,5.193152906718077,4.9616700410842896,5.614010932268919,5.330877720205872,5.463046610355377,E01004003
3906,34.319,0.686,0.577,36.722,13.897,0.125,0.197,31.644,1.746,5.958499168282125,5.59880103637923,5.076690447864248,4.906302585530637,5.788229018894594,5.375905967470425,5.573012391133095,E01004004
3907,37.061,0.75,1.141,38.99,16.715,0.2,0.282,45.149,2.043,5.7049440653427785,5.2685212591420045,5.215765764402307,5.169541587000308,5.491526232595029,5.253613348629163,5.220145593518796,E01004005
3908,47.09,0.624,0.248,34.334,11.992,0.087,0.144,26.449,1.577,5.723333413364323,5.457959479958046,5.130363317846342,5.008681849668954,5.658744236895147,5.264176073875136,5.286204993269826,E01004006
3909,22.579,0.47,0.459,34.609,14.248,0.178,0.335,39.431,1.476,5.712470382940574,5.227604760498297,5.274554418735817,5.112759547155411,5.516095923595741,5.207538841200656,5.099721314477139,E01004007
3910,36.108,0.872,0.245,32.65,14.739,0.155,0.246,34.841,1.98,5.78757160504659,5.4708073627381095,5.189021327382043,5.03991277558463,5.614305107934134,5.304276174590701,5.277785946073986,E01004008
3911,34.002,1.43,-0.016,35.286,18.193,0.111,0.205,32.313,2.095,5.880647655990389,5.370296898815367,5.123182315793303,5.013984553515911,5.559464618563652,5.339734272824393,5.39378178699149,E01004010
3912,30.023,0.281,0.208,40.353,12.577,0.13,0.23,30.983,1.274,5.78015011378697,5.236164718582517,5.197745622907366,5.022648163068862,5.523699992043632,5.193972972461156,5.119101954641796,E01004011
